2024-04-10 14:03:55 startup archives install
2024-04-10 14:07:29 status half-installed libmount1:amd64 2.37.2-4ubuntu3
2024-04-10 14:07:29 status unpacked libmount1:amd64 2.37.2-4ubuntu3.4
2024-04-10 14:07:29 startup packages configure
2024-04-10 14:07:29 configure libmount1:amd64 2.37.2-4ubuntu3.4 <none>
2024-04-10 14:07:29 status unpacked libmount1:amd64 2.37.2-4ubuntu3.4
2024-04-10 14:07:29 status half-configured libmount1:amd64 2.37.2-4ubuntu3.4
2024-04-10 14:07:29 status installed libmount1:amd64 2.37.2-4ubuntu3.4
2024-04-10 14:07:29 startup archives unpack
2024-04-10 14:07:29 upgrade libpam-runtime:all 1.4.0-11ubuntu2 1.4.0-11ubuntu2.4
2024-04-10 14:07:29 status half-configured libpam-runtime:all 1.4.0-11ubuntu2
2024-04-10 14:07:29 status unpacked libpam-runtime:all 1.4.0-11ubuntu2
2024-04-10 14:07:29 status half-installed libpam-runtime:all 1.4.0-11ubuntu2
2024-04-10 14:07:29 status unpacked libpam-runtime:all 1.4.0-11ubuntu2.4
2024-04-10 14:07:29 startup packages configure
2024-04-10 14:07:29 configure libpam-runtime:all 1.4.0-11ubuntu2.4 <none>
2024-04-10 14:07:29 status unpacked libpam-runtime:all 1.4.0-11ubuntu2.4
2024-04-10 14:07:29 status half-configured libpam-runtime:all 1.4.0-11ubuntu2.4
2024-04-10 14:07:29 status installed libpam-runtime:all 1.4.0-11ubuntu2.4
2024-04-10 14:07:29 startup archives unpack
2024-04-10 14:07:29 upgrade libpcre2-8-0:amd64 10.39-3build1 10.39-3ubuntu0.1
2024-04-10 14:07:29 status half-configured libpcre2-8-0:amd64 10.39-3build1
2024-04-10 14:07:29 status unpacked libpcre2-8-0:amd64 10.39-3build1
2024-04-10 14:07:29 status half-installed libpcre2-8-0:amd64 10.39-3build1
2024-04-10 14:07:29 status unpacked libpcre2-8-0:amd64 10.39-3ubuntu0.1
2024-04-10 14:07:29 startup packages configure
2024-04-10 14:07:29 configure libpcre2-8-0:amd64 10.39-3ubuntu0.1 <none>
2024-04-10 14:07:29 status unpacked libpcre2-8-0:amd64 10.39-3ubuntu0.1
2024-04-10 14:07:29 status half-configured libpcre2-8-0:amd64 10.39-3ubuntu0.1
2024-04-10 14:07:29 status installed libpcre2-8-0:amd64 10.39-3ubuntu0.1
2024-04-10 14:07:29 startup archives unpack
2024-04-10 14:07:29 upgrade libpcre3:amd64 2:8.39-13build5 2:8.39-13ubuntu0.22.04.1
2024-04-10 14:07:29 status half-configured libpcre3:amd64 2:8.39-13build5
2024-04-10 14:07:29 status unpacked libpcre3:amd64 2:8.39-13build5
2024-04-10 14:07:29 status half-installed libpcre3:amd64 2:8.39-13build5
2024-04-10 14:07:29 status unpacked libpcre3:amd64 2:8.39-13ubuntu0.22.04.1
2024-04-10 14:07:29 startup packages configure
2024-04-10 14:07:29 configure libpcre3:amd64 2:8.39-13ubuntu0.22.04.1 <none>
2024-04-10 14:07:29 status unpacked libpcre3:amd64 2:8.39-13ubuntu0.22.04.1
2024-04-10 14:07:30 status half-configured libpcre3:amd64 2:8.39-13ubuntu0.22.04.1
2024-04-10 14:07:30 status installed libpcre3:amd64 2:8.39-13ubuntu0.22.04.1
2024-04-10 14:07:30 startup archives unpack
2024-04-10 14:07:30 upgrade libsmartcols1:amd64 2.37.2-4ubuntu3 2.37.2-4ubuntu3.4
2024-04-10 14:07:30 status half-configured libsmartcols1:amd64 2.37.2-4ubuntu3
2024-04-10 14:07:30 status unpacked libsmartcols1:amd64 2.37.2-4ubuntu3
2024-04-10 14:07:30 status half-installed libsmartcols1:amd64 2.37.2-4ubuntu3
2024-04-10 14:07:30 status unpacked libsmartcols1:amd64 2.37.2-4ubuntu3.4
2024-04-10 14:07:30 startup packages configure
2024-04-10 14:07:30 configure libsmartcols1:amd64 2.37.2-4ubuntu3.4 <none>
2024-04-10 14:07:30 status unpacked libsmartcols1:amd64 2.37.2-4ubuntu3.4
2024-04-10 14:07:30 status half-configured libsmartcols1:amd64 2.37.2-4ubuntu3.4
2024-04-10 14:07:30 status installed libsmartcols1:amd64 2.37.2-4ubuntu3.4
2024-04-10 14:07:30 startup archives unpack
2024-04-10 14:07:30 upgrade libncursesw6:amd64 6.3-2 6.3-2ubuntu0.1
2024-04-10 14:07:30 status half-configured libncursesw6:amd64 6.3-2
2024-04-10 14:07:30 status unpacked libncursesw6:amd64 6.3-2
2024-04-10 14:07:30 status half-installed libncursesw6:amd64 6.3-2
2024-04-10 14:07:30 status unpacked libncursesw6:amd64 6.3-2ubuntu0.1
2024-04-10 14:07:30 upgrade libncurses6:amd64 6.3-2 6.3-2ubuntu0.1
2024-04-10 14:07:30 status half-configured libncurses6:amd64 6.3-2
2024-04-10 14:07:30 status unpacked libncurses6:amd64 6.3-2
2024-04-10 14:07:30 status half-installed libncurses6:amd64 6.3-2
2024-04-10 14:07:30 status unpacked libncurses6:amd64 6.3-2ubuntu0.1
2024-04-10 14:07:30 upgrade libtinfo6:amd64 6.3-2 6.3-2ubuntu0.1
2024-04-10 14:07:30 status half-configured libtinfo6:amd64 6.3-2
2024-04-10 14:07:30 status unpacked libtinfo6:amd64 6.3-2
2024-04-10 14:07:30 status half-installed libtinfo6:amd64 6.3-2
2024-04-10 14:07:30 status unpacked libtinfo6:amd64 6.3-2ubuntu0.1
2024-04-10 14:07:30 startup packages configure
2024-04-10 14:07:30 configure libtinfo6:amd64 6.3-2ubuntu0.1 <none>
2024-04-10 14:07:30 status unpacked libtinfo6:amd64 6.3-2ubuntu0.1
2024-04-10 14:07:30 status half-configured libtinfo6:amd64 6.3-2ubuntu0.1
2024-04-10 14:07:30 status installed libtinfo6:amd64 6.3-2ubuntu0.1
2024-04-10 14:07:30 startup archives unpack
2024-04-10 14:07:30 upgrade libtirpc-common:all 1.3.2-2build1 1.3.2-2ubuntu0.1
2024-04-10 14:07:30 status half-configured libtirpc-common:all 1.3.2-2build1
2024-04-10 14:07:30 status unpacked libtirpc-common:all 1.3.2-2build1
2024-04-10 14:07:30 status half-installed libtirpc-common:all 1.3.2-2build1
2024-04-10 14:07:30 status unpacked libtirpc-common:all 1.3.2-2ubuntu0.1
2024-04-10 14:07:30 startup packages configure
2024-04-10 14:07:30 configure libtirpc-common:all 1.3.2-2ubuntu0.1 <none>
2024-04-10 14:07:30 status unpacked libtirpc-common:all 1.3.2-2ubuntu0.1
2024-04-10 14:07:30 status half-configured libtirpc-common:all 1.3.2-2ubuntu0.1
2024-04-10 14:07:30 status installed libtirpc-common:all 1.3.2-2ubuntu0.1
2024-04-10 14:07:30 startup archives unpack
2024-04-10 14:07:30 upgrade libtirpc3:amd64 1.3.2-2build1 1.3.2-2ubuntu0.1
2024-04-10 14:07:30 status half-configured libtirpc3:amd64 1.3.2-2build1
2024-04-10 14:07:30 status unpacked libtirpc3:amd64 1.3.2-2build1
2024-04-10 14:07:30 status half-installed libtirpc3:amd64 1.3.2-2build1
2024-04-10 14:07:30 status unpacked libtirpc3:amd64 1.3.2-2ubuntu0.1
2024-04-10 14:07:30 startup packages configure
2024-04-10 14:07:30 configure libtirpc3:amd64 1.3.2-2ubuntu0.1 <none>
2024-04-10 14:07:30 status unpacked libtirpc3:amd64 1.3.2-2ubuntu0.1
2024-04-10 14:07:30 status half-configured libtirpc3:amd64 1.3.2-2ubuntu0.1
2024-04-10 14:07:30 status installed libtirpc3:amd64 1.3.2-2ubuntu0.1
2024-04-10 14:07:30 startup archives unpack
2024-04-10 14:07:30 upgrade libuuid1:amd64 2.37.2-4ubuntu3 2.37.2-4ubuntu3.4
2024-04-10 14:07:30 status half-configured libuuid1:amd64 2.37.2-4ubuntu3
2024-04-10 14:07:30 status unpacked libuuid1:amd64 2.37.2-4ubuntu3
2024-04-10 14:07:30 status half-installed libuuid1:amd64 2.37.2-4ubuntu3
2024-04-10 14:07:30 status unpacked libuuid1:amd64 2.37.2-4ubuntu3.4
2024-04-10 14:07:30 startup packages configure
2024-04-10 14:07:30 configure libuuid1:amd64 2.37.2-4ubuntu3.4 <none>
2024-04-10 14:07:30 status unpacked libuuid1:amd64 2.37.2-4ubuntu3.4
2024-04-10 14:07:30 status half-configured libuuid1:amd64 2.37.2-4ubuntu3.4
2024-04-10 14:07:30 status installed libuuid1:amd64 2.37.2-4ubuntu3.4
2024-04-10 14:07:30 startup archives unpack
2024-04-10 14:07:30 upgrade passwd:amd64 1:4.8.1-2ubuntu2 1:4.8.1-2ubuntu2.2
2024-04-10 14:07:30 status half-configured passwd:amd64 1:4.8.1-2ubuntu2
2024-04-10 14:07:30 status unpacked passwd:amd64 1:4.8.1-2ubuntu2
2024-04-10 14:07:30 status half-installed passwd:amd64 1:4.8.1-2ubuntu2
2024-04-10 14:07:30 status unpacked passwd:amd64 1:4.8.1-2ubuntu2.2
2024-04-10 14:07:30 startup packages configure
2024-04-10 14:07:30 configure passwd:amd64 1:4.8.1-2ubuntu2.2 <none>
2024-04-10 14:07:30 status unpacked passwd:amd64 1:4.8.1-2ubuntu2.2
2024-04-10 14:07:30 status half-configured passwd:amd64 1:4.8.1-2ubuntu2.2
2024-04-10 14:07:30 status installed passwd:amd64 1:4.8.1-2ubuntu2.2
2024-04-10 14:07:30 startup archives unpack
2024-04-10 14:07:30 upgrade libprocps8:amd64 2:3.3.17-6ubuntu2 2:3.3.17-6ubuntu2.1
2024-04-10 14:07:30 status half-configured libprocps8:amd64 2:3.3.17-6ubuntu2
2024-04-10 14:07:30 status unpacked libprocps8:amd64 2:3.3.17-6ubuntu2
2024-04-10 14:07:30 status half-installed libprocps8:amd64 2:3.3.17-6ubuntu2
2024-04-10 14:07:30 status unpacked libprocps8:amd64 2:3.3.17-6ubuntu2.1
2024-04-10 14:07:30 upgrade libss2:amd64 1.46.5-2ubuntu1 1.46.5-2ubuntu1.1
2024-04-10 14:07:30 status half-configured libss2:amd64 1.46.5-2ubuntu1
2024-04-10 14:07:30 status unpacked libss2:amd64 1.46.5-2ubuntu1
2024-04-10 14:07:30 status half-installed libss2:amd64 1.46.5-2ubuntu1
2024-04-10 14:07:30 status unpacked libss2:amd64 1.46.5-2ubuntu1.1
2024-04-10 14:07:30 upgrade procps:amd64 2:3.3.17-6ubuntu2 2:3.3.17-6ubuntu2.1
2024-04-10 14:07:30 status half-configured procps:amd64 2:3.3.17-6ubuntu2
2024-04-10 14:07:30 status unpacked procps:amd64 2:3.3.17-6ubuntu2
2024-04-10 14:07:30 status half-installed procps:amd64 2:3.3.17-6ubuntu2
2024-04-10 14:07:30 status unpacked procps:amd64 2:3.3.17-6ubuntu2.1
2024-04-10 14:07:30 startup packages configure
2024-04-10 14:07:30 configure libncurses6:amd64 6.3-2ubuntu0.1 <none>
2024-04-10 14:07:30 status unpacked libncurses6:amd64 6.3-2ubuntu0.1
2024-04-10 14:07:30 status half-configured libncurses6:amd64 6.3-2ubuntu0.1
2024-04-10 14:07:30 status installed libncurses6:amd64 6.3-2ubuntu0.1
2024-04-10 14:07:30 configure libss2:amd64 1.46.5-2ubuntu1.1 <none>
2024-04-10 14:07:30 status unpacked libss2:amd64 1.46.5-2ubuntu1.1
2024-04-10 14:07:30 status half-configured libss2:amd64 1.46.5-2ubuntu1.1
2024-04-10 14:07:30 status installed libss2:amd64 1.46.5-2ubuntu1.1
2024-04-10 14:07:30 configure libncursesw6:amd64 6.3-2ubuntu0.1 <none>
2024-04-10 14:07:30 status unpacked libncursesw6:amd64 6.3-2ubuntu0.1
2024-04-10 14:07:30 status half-configured libncursesw6:amd64 6.3-2ubuntu0.1
2024-04-10 14:07:30 status installed libncursesw6:amd64 6.3-2ubuntu0.1
2024-04-10 14:07:30 configure logsave:amd64 1.46.5-2ubuntu1.1 <none>
2024-04-10 14:07:30 status unpacked logsave:amd64 1.46.5-2ubuntu1.1
2024-04-10 14:07:30 status half-configured logsave:amd64 1.46.5-2ubuntu1.1
2024-04-10 14:07:30 status installed logsave:amd64 1.46.5-2ubuntu1.1
2024-04-10 14:07:30 configure mount:amd64 2.37.2-4ubuntu3.4 <none>
2024-04-10 14:07:30 status unpacked mount:amd64 2.37.2-4ubuntu3.4
2024-04-10 14:07:30 status half-configured mount:amd64 2.37.2-4ubuntu3.4
2024-04-10 14:07:30 status installed mount:amd64 2.37.2-4ubuntu3.4
2024-04-10 14:07:30 configure libprocps8:amd64 2:3.3.17-6ubuntu2.1 <none>
2024-04-10 14:07:30 status unpacked libprocps8:amd64 2:3.3.17-6ubuntu2.1
2024-04-10 14:07:30 status half-configured libprocps8:amd64 2:3.3.17-6ubuntu2.1
2024-04-10 14:07:30 status installed libprocps8:amd64 2:3.3.17-6ubuntu2.1
2024-04-10 14:07:30 configure e2fsprogs:amd64 1.46.5-2ubuntu1.1 <none>
2024-04-10 14:07:30 status unpacked e2fsprogs:amd64 1.46.5-2ubuntu1.1
2024-04-10 14:07:30 status half-configured e2fsprogs:amd64 1.46.5-2ubuntu1.1
2024-04-10 14:07:30 status installed e2fsprogs:amd64 1.46.5-2ubuntu1.1
2024-04-10 14:07:30 configure procps:amd64 2:3.3.17-6ubuntu2.1 <none>
2024-04-10 14:07:30 status unpacked procps:amd64 2:3.3.17-6ubuntu2.1
2024-04-10 14:07:30 status half-configured procps:amd64 2:3.3.17-6ubuntu2.1
2024-04-10 14:07:30 status installed procps:amd64 2:3.3.17-6ubuntu2.1
2024-04-10 14:07:30 trigproc libc-bin:amd64 2.35-0ubuntu3.6 <none>
2024-04-10 14:07:30 status half-configured libc-bin:amd64 2.35-0ubuntu3.6
2024-04-10 14:07:30 status installed libc-bin:amd64 2.35-0ubuntu3.6
2024-04-16 03:57:35 startup archives unpack
2024-04-16 03:57:35 install openssl:amd64 <none> 3.0.2-0ubuntu1.15
2024-04-16 03:57:35 status half-installed openssl:amd64 3.0.2-0ubuntu1.15
2024-04-16 03:57:35 status unpacked openssl:amd64 3.0.2-0ubuntu1.15
2024-04-16 03:57:35 install ca-certificates:all <none> 20230311ubuntu0.22.04.1
2024-04-16 03:57:35 status half-installed ca-certificates:all 20230311ubuntu0.22.04.1
2024-04-16 03:57:35 status unpacked ca-certificates:all 20230311ubuntu0.22.04.1
2024-04-16 03:57:35 install libexpat1:amd64 <none> 2.4.7-1ubuntu0.3
2024-04-16 03:57:35 status triggers-pending libc-bin:amd64 2.35-0ubuntu3.6
2024-04-16 03:57:35 status half-installed libexpat1:amd64 2.4.7-1ubuntu0.3
2024-04-16 03:57:35 status unpacked libexpat1:amd64 2.4.7-1ubuntu0.3
2024-04-16 03:57:35 install locales:all <none> 2.35-0ubuntu3.6
2024-04-16 03:57:35 status half-installed locales:all 2.35-0ubuntu3.6
2024-04-16 03:57:35 status unpacked locales:all 2.35-0ubuntu3.6
2024-04-16 03:57:35 install tzdata:all <none> 2024a-0ubuntu0.22.04
2024-04-16 03:57:35 status half-installed tzdata:all 2024a-0ubuntu0.22.04
2024-04-16 03:57:35 status unpacked tzdata:all 2024a-0ubuntu0.22.04
2024-04-16 03:57:35 install ucf:all <none> 3.0043
2024-04-16 03:57:35 status half-installed ucf:all 3.0043
2024-04-16 03:57:35 status unpacked ucf:all 3.0043
2024-04-16 03:57:35 install libnghttp2-14:amd64 <none> 1.43.0-1ubuntu0.1
2024-04-16 03:57:35 status half-installed libnghttp2-14:amd64 1.43.0-1ubuntu0.1
2024-04-16 03:57:35 status unpacked libnghttp2-14:amd64 1.43.0-1ubuntu0.1
2024-04-16 03:57:35 install libpng16-16:amd64 <none> 1.6.37-3build5
2024-04-16 03:57:35 status half-installed libpng16-16:amd64 1.6.37-3build5
2024-04-16 03:57:35 status unpacked libpng16-16:amd64 1.6.37-3build5
2024-04-16 03:57:36 install libpsl5:amd64 <none> 0.21.0-1.2build2
2024-04-16 03:57:36 status half-installed libpsl5:amd64 0.21.0-1.2build2
2024-04-16 03:57:36 status unpacked libpsl5:amd64 0.21.0-1.2build2
2024-04-16 03:57:36 install wget:amd64 <none> 1.21.2-2ubuntu1
2024-04-16 03:57:36 status half-installed wget:amd64 1.21.2-2ubuntu1
2024-04-16 03:57:36 status unpacked wget:amd64 1.21.2-2ubuntu1
2024-04-16 03:57:36 install libbrotli1:amd64 <none> 1.0.9-2build6
2024-04-16 03:57:36 status half-installed libbrotli1:amd64 1.0.9-2build6
2024-04-16 03:57:36 status unpacked libbrotli1:amd64 1.0.9-2build6
2024-04-16 03:57:36 install libsasl2-modules-db:amd64 <none> 2.1.27+dfsg2-3ubuntu1.2
2024-04-16 03:57:36 status half-installed libsasl2-modules-db:amd64 2.1.27+dfsg2-3ubuntu1.2
2024-04-16 03:57:36 status unpacked libsasl2-modules-db:amd64 2.1.27+dfsg2-3ubuntu1.2
2024-04-16 03:57:36 install libsasl2-2:amd64 <none> 2.1.27+dfsg2-3ubuntu1.2
2024-04-16 03:57:36 status half-installed libsasl2-2:amd64 2.1.27+dfsg2-3ubuntu1.2
2024-04-16 03:57:36 status unpacked libsasl2-2:amd64 2.1.27+dfsg2-3ubuntu1.2
2024-04-16 03:57:36 install libldap-2.5-0:amd64 <none> 2.5.17+dfsg-0ubuntu0.22.04.1
2024-04-16 03:57:36 status half-installed libldap-2.5-0:amd64 2.5.17+dfsg-0ubuntu0.22.04.1
2024-04-16 03:57:36 status unpacked libldap-2.5-0:amd64 2.5.17+dfsg-0ubuntu0.22.04.1
2024-04-16 03:57:36 install librtmp1:amd64 <none> 2.4+20151223.gitfa8646d.1-2build4
2024-04-16 03:57:36 status half-installed librtmp1:amd64 2.4+20151223.gitfa8646d.1-2build4
2024-04-16 03:57:36 status unpacked librtmp1:amd64 2.4+20151223.gitfa8646d.1-2build4
2024-04-16 03:57:36 install libssh-4:amd64 <none> 0.9.6-2ubuntu0.22.04.3
2024-04-16 03:57:36 status half-installed libssh-4:amd64 0.9.6-2ubuntu0.22.04.3
2024-04-16 03:57:36 status unpacked libssh-4:amd64 0.9.6-2ubuntu0.22.04.3
2024-04-16 03:57:36 install libcurl4:amd64 <none> 7.81.0-1ubuntu1.16
2024-04-16 03:57:36 status half-installed libcurl4:amd64 7.81.0-1ubuntu1.16
2024-04-16 03:57:36 status unpacked libcurl4:amd64 7.81.0-1ubuntu1.16
2024-04-16 03:57:36 install curl:amd64 <none> 7.81.0-1ubuntu1.16
2024-04-16 03:57:36 status half-installed curl:amd64 7.81.0-1ubuntu1.16
2024-04-16 03:57:36 status unpacked curl:amd64 7.81.0-1ubuntu1.16
2024-04-16 03:57:36 install libfreetype6:amd64 <none> 2.11.1+dfsg-1ubuntu0.2
2024-04-16 03:57:36 status half-installed libfreetype6:amd64 2.11.1+dfsg-1ubuntu0.2
2024-04-16 03:57:36 status unpacked libfreetype6:amd64 2.11.1+dfsg-1ubuntu0.2
2024-04-16 03:57:36 install fonts-dejavu-core:all <none> 2.37-2build1
2024-04-16 03:57:36 status half-installed fonts-dejavu-core:all 2.37-2build1
2024-04-16 03:57:36 status unpacked fonts-dejavu-core:all 2.37-2build1
2024-04-16 03:57:36 install fontconfig-config:all <none> 2.13.1-4.2ubuntu5
2024-04-16 03:57:36 status half-installed fontconfig-config:all 2.13.1-4.2ubuntu5
2024-04-16 03:57:36 status unpacked fontconfig-config:all 2.13.1-4.2ubuntu5
2024-04-16 03:57:36 install libfontconfig1:amd64 <none> 2.13.1-4.2ubuntu5
2024-04-16 03:57:36 status half-installed libfontconfig1:amd64 2.13.1-4.2ubuntu5
2024-04-16 03:57:36 status unpacked libfontconfig1:amd64 2.13.1-4.2ubuntu5
2024-04-16 03:57:36 install fontconfig:amd64 <none> 2.13.1-4.2ubuntu5
2024-04-16 03:57:36 status half-installed fontconfig:amd64 2.13.1-4.2ubuntu5
2024-04-16 03:57:36 status unpacked fontconfig:amd64 2.13.1-4.2ubuntu5
2024-04-16 03:57:36 install p11-kit-modules:amd64 <none> 0.24.0-6build1
2024-04-16 03:57:36 status half-installed p11-kit-modules:amd64 0.24.0-6build1
2024-04-16 03:57:36 status unpacked p11-kit-modules:amd64 0.24.0-6build1
2024-04-16 03:57:36 install p11-kit:amd64 <none> 0.24.0-6build1
2024-04-16 03:57:36 status half-installed p11-kit:amd64 0.24.0-6build1
2024-04-16 03:57:36 status unpacked p11-kit:amd64 0.24.0-6build1
2024-04-16 03:57:36 startup packages configure
2024-04-16 03:57:36 configure libexpat1:amd64 2.4.7-1ubuntu0.3 <none>
2024-04-16 03:57:36 status unpacked libexpat1:amd64 2.4.7-1ubuntu0.3
2024-04-16 03:57:36 status half-configured libexpat1:amd64 2.4.7-1ubuntu0.3
2024-04-16 03:57:36 status installed libexpat1:amd64 2.4.7-1ubuntu0.3
2024-04-16 03:57:36 configure libpsl5:amd64 0.21.0-1.2build2 <none>
2024-04-16 03:57:36 status unpacked libpsl5:amd64 0.21.0-1.2build2
2024-04-16 03:57:36 status half-configured libpsl5:amd64 0.21.0-1.2build2
2024-04-16 03:57:36 status installed libpsl5:amd64 0.21.0-1.2build2
2024-04-16 03:57:36 configure wget:amd64 1.21.2-2ubuntu1 <none>
2024-04-16 03:57:36 status unpacked wget:amd64 1.21.2-2ubuntu1
2024-04-16 03:57:36 status half-configured wget:amd64 1.21.2-2ubuntu1
2024-04-16 03:57:36 status installed wget:amd64 1.21.2-2ubuntu1
2024-04-16 03:57:36 configure libbrotli1:amd64 1.0.9-2build6 <none>
2024-04-16 03:57:36 status unpacked libbrotli1:amd64 1.0.9-2build6
2024-04-16 03:57:36 status half-configured libbrotli1:amd64 1.0.9-2build6
2024-04-16 03:57:36 status installed libbrotli1:amd64 1.0.9-2build6
2024-04-16 03:57:36 configure libnghttp2-14:amd64 1.43.0-1ubuntu0.1 <none>
2024-04-16 03:57:36 status unpacked libnghttp2-14:amd64 1.43.0-1ubuntu0.1
2024-04-16 03:57:36 status half-configured libnghttp2-14:amd64 1.43.0-1ubuntu0.1
2024-04-16 03:57:36 status installed libnghttp2-14:amd64 1.43.0-1ubuntu0.1
2024-04-16 03:57:36 configure locales:all 2.35-0ubuntu3.6 <none>
2024-04-16 03:57:36 status unpacked locales:all 2.35-0ubuntu3.6
2024-04-16 03:57:36 status half-configured locales:all 2.35-0ubuntu3.6
2024-04-16 03:57:37 status installed locales:all 2.35-0ubuntu3.6
2024-04-16 03:57:37 configure libsasl2-modules-db:amd64 2.1.27+dfsg2-3ubuntu1.2 <none>
2024-04-16 03:57:37 status unpacked libsasl2-modules-db:amd64 2.1.27+dfsg2-3ubuntu1.2
2024-04-16 03:57:37 status half-configured libsasl2-modules-db:amd64 2.1.27+dfsg2-3ubuntu1.2
2024-04-16 03:57:37 status installed libsasl2-modules-db:amd64 2.1.27+dfsg2-3ubuntu1.2
2024-04-16 03:57:37 configure tzdata:all 2024a-0ubuntu0.22.04 <none>
2024-04-16 03:57:37 status unpacked tzdata:all 2024a-0ubuntu0.22.04
2024-04-16 03:57:37 status half-configured tzdata:all 2024a-0ubuntu0.22.04
2024-04-16 03:57:37 status installed tzdata:all 2024a-0ubuntu0.22.04
2024-04-16 03:57:37 configure p11-kit-modules:amd64 0.24.0-6build1 <none>
2024-04-16 03:57:37 status unpacked p11-kit-modules:amd64 0.24.0-6build1
2024-04-16 03:57:37 status half-configured p11-kit-modules:amd64 0.24.0-6build1
2024-04-16 03:57:37 status installed p11-kit-modules:amd64 0.24.0-6build1
2024-04-16 03:57:37 configure librtmp1:amd64 2.4+20151223.gitfa8646d.1-2build4 <none>
2024-04-16 03:57:37 status unpacked librtmp1:amd64 2.4+20151223.gitfa8646d.1-2build4
2024-04-16 03:57:37 status half-configured librtmp1:amd64 2.4+20151223.gitfa8646d.1-2build4
2024-04-16 03:57:37 status installed librtmp1:amd64 2.4+20151223.gitfa8646d.1-2build4
2024-04-16 03:57:37 configure libpng16-16:amd64 1.6.37-3build5 <none>
2024-04-16 03:57:37 status unpacked libpng16-16:amd64 1.6.37-3build5
2024-04-16 03:57:37 status half-configured libpng16-16:amd64 1.6.37-3build5
2024-04-16 03:57:37 status installed libpng16-16:amd64 1.6.37-3build5
2024-04-16 03:57:37 configure fonts-dejavu-core:all 2.37-2build1 <none>
2024-04-16 03:57:37 status unpacked fonts-dejavu-core:all 2.37-2build1
2024-04-16 03:57:37 status half-configured fonts-dejavu-core:all 2.37-2build1
2024-04-16 03:57:37 status installed fonts-dejavu-core:all 2.37-2build1
2024-04-16 03:57:37 configure ucf:all 3.0043 <none>
2024-04-16 03:57:37 status unpacked ucf:all 3.0043
2024-04-16 03:57:37 status half-configured ucf:all 3.0043
2024-04-16 03:57:37 status installed ucf:all 3.0043
2024-04-16 03:57:37 configure libsasl2-2:amd64 2.1.27+dfsg2-3ubuntu1.2 <none>
2024-04-16 03:57:37 status unpacked libsasl2-2:amd64 2.1.27+dfsg2-3ubuntu1.2
2024-04-16 03:57:37 status half-configured libsasl2-2:amd64 2.1.27+dfsg2-3ubuntu1.2
2024-04-16 03:57:37 status installed libsasl2-2:amd64 2.1.27+dfsg2-3ubuntu1.2
2024-04-16 03:57:37 configure libssh-4:amd64 0.9.6-2ubuntu0.22.04.3 <none>
2024-04-16 03:57:37 status unpacked libssh-4:amd64 0.9.6-2ubuntu0.22.04.3
2024-04-16 03:57:37 status half-configured libssh-4:amd64 0.9.6-2ubuntu0.22.04.3
